80,1.01773
100,-1
100,2.04731
100,1.94255
100,1.81465
100,-1
100,1.99196
100,1.69948
100,1.76415
100,1.9676
120,3.35317
120,3.73964
120,3.91087
120,2.70208
120,3.3966
120,3.68749
120,3.5508
120,3.7144
120,3.23091
140,8.12911
140,7.81129
140,6.59063
140,-1
140,8.2106
140,5.46483
140,6.88781
140,6.00574
140,6.02582
160,-1
160,15.0549
160,12.2465
160,12.7755
160,11.9232
160,-1
160,11.578
160,13.5966
160,12.5104
180,18.6218
180,-1
180,23.5538
180,17.3294
180,24.0049
180,22.3368
180,16.6311
180,18.401
180,21.3824
200,23.0492
200,35.9225
200,26.7284
200,32.8941
200,27.4542
200,23.4559
200,21.348
200,28.8463
200,30.1622



20,0.003808
20,-1
20,0.00214
20,-1
20,0.001267
20,0.00228
20,0.001879
20,0.002454
20,0.001749
40,0.09975
40,0.02184
40,-1
40,-1
40,-1
40,0.037855
40,0.009341
40,-1
40,0.034282
60,0.056412
60,0.102013
60,0.049947
60,0.096161
60,-1
60,0.18253
60,-1
60,0.206816
60,-1
80,0.373395
80,-1
80,0.349153
80,-1
80,0.458196
80,0.196069
80,-1
80,0.485293
80,-1
100,-1
100,1.03733
100,1.34678
100,1.17901
100,-1
100,0.715036
100,0.98396
100,-1
100,-1
120,1.32936
120,1.28341
120,1.74275
120,-1
120,-1
120,1.13123
120,1.53605
120,1.31242
120,0.980743
140,3.54552
140,-1
140,2.97095
140,-1
140,2.43544
140,-1
140,3.10533
140,3.85987
140,2.67869
160,4.71424
160,-1
160,6.02256
160,12.2371
160,6.5086
160,6.79652
160,4.30196
160,5.08711
160,4.82254
180,7.68144
180,-1
180,12.9907
180,10.5067
180,10.8629
180,-1
180,9.2589
180,8.35356
180,9.42777
200,15.2308
200,12.8494
200,14.0588
200,7.5082
200,-1
200,10.6659
200,13.7849
200,14.3135
200,14.2186



20,0.001563
20,0.001587
20,0.001192
20,0.003091
20,-1
20,-1
20,-1
20,0.00239
20,0.002704
40,-1
40,-1
40,0.010121
40,-1
40,-1
40,-1
40,0.010519
40,0.022726
40,0.010682
60,0.038665
60,-1
60,0.066718
60,0.02897
60,0.036225
60,-1
60,-1
60,0.063667
60,0.020519
80,0.1
80,-1
80,1.04776
80,-1
80,0.287938
80,0.218649
80,-1
80,-1
80,-1
100,0.753138
100,0.293144
100,0.271516
100,-1
100,0.111777
100,-1
100,-1
100,0.137716
100,-1
120,4.08595
120,3.40835
120,1.1842
120,0.431977
120,0.374888
120,-1
120,0.444147
120,0.513738
120,-1
140,-1
140,-1
140,1.33252
140,-1
140,-1
140,-1
140,1.30629
140,0.743795
140,0.993367
160,1.93982
160,1.09758
160,0.706654
160,0.851695
160,6.40991
160,-1
160,-1
160,1.42614
160,20.8338
180,1.69331
180,-1
180,0.578878
180,1.643
180,2.01937
180,8.68141
180,2.17684
180,1.51876
180,-1
200,16.0481
200,30.7648
200,-1
200,-1
200,-1
200,-1
200,-1
200,8.20472
200,-1



20,-1
20,-1
20,-1
20,0.00076
20,-1
20,-1
20,-1
20,-1
20,0.001117
40,-1
40,0.007397
40,0.029601
40,-1
40,-1
40,-1
40,-1
40,0.011071
40,0.012393
60,-1
60,-1
60,0.020081
60,-1
60,-1
60,-1
60,-1
60,0.041257
60,-1
80,-1
80,0.516406
80,1.05303
80,-1
80,0.344165
80,0.487165
80,-1
80,0.144625
80,-1
100,0.238554
100,-1
100,0.410101
100,-1
100,-1
100,-1
100,-1
100,-1
100,0.478459
120,0.066495
120,0.357313
120,-1
120,-1
120,-1
120,-1
120,-1
120,1.19049
120,-1
140,0.945805
140,-1
140,-1
140,-1
140,1.94589
140,2.45714
140,-1
140,1.1886
140,-1
160,4.94138
160,-1
160,-1
160,0.408172
160,-1
160,1.07853
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,4.42517
180,-1
180,-1
180,-1
180,2.74177
180,-1
200,-1
200,-1
200,4.10998
200,-1
200,23.5664
200,8.96011
200,6.76883
200,-1
200,-1



20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
60,-1
60,-1
60,0.043826
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
80,-1
80,0.498171
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
100,-1
100,0.185182
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
120,-1
120,0.542192
120,-1
120,1.06934
120,0.407419
120,-1
120,-1
120,-1
120,-1
140,0.259416
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,1.17516
180,-1
180,-1
180,-1
180,-1
180,-1
200,-1
200,19.5746
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1



20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1



20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1



20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1



20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1



20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1



20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1



20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1



20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
20,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
40,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
60,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
80,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
100,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
120,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
140,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
160,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
180,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1
200,-1



